"";"Цена_Зачеркнутая";"Цена_Трансазия";"Цена_Розничная";"Цена_Трансазия_от 3 шт.";"Минимальное количество"
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
"";"";"";" "
